"stationid","sampledate","replicate","NumOfTaxa","NumOfMolluscTaxa","NumOfCrustaceanTaxa","CrustaceanAbun","M_insidiosumAbun","A_diegensisAbun","G_littoreaAbun","NIT","scaled_NumTaxa","scaled_NumMolluscTaxa","scaled_NumCrustaceanTaxa","scaled_CrustaceanAbun","TWV","scaled_M_insid","scaled_A_dieg","scaled_G_littor","PIT","Raw_RBI","score","index"
"B08-6402",1-01-01,1,37,12,6,12,0,0,0,0,0.373737373737374,0.428571428571429,0.206896551724138,0.00708800945067927,1.01097735639561,0,0,0,0,1.01097735639561,0.209163615436164,"RBI"
"B08-6404",1-01-01,1,39,12,4,27,0,0,0,0,0.393939393939394,0.428571428571429,0.137931034482759,0.0159480212640284,0.964428862309588,0,0,0,0,0.964428862309588,0.199238563392236,"RBI"
"B08-6405",1-01-01,1,51,13,10,94,0,0,0,0,0.515151515151515,0.464285714285714,0.344827586206897,0.0555227406969876,1.33814550081837,0,0,0,0,1.33814550081837,0.278922281624387,"RBI"
"B08-6406",1-01-01,1,38,10,10,63,0,0,7,0,0.383838383838384,0.357142857142857,0.344827586206897,0.0372120496160662,1.09511183959215,0,0,0.82651681837938,0.82651681837938,2.74814547635091,0.579561935256058,"RBI"
"B08-6407",1-01-01,1,55,12,9,36,0,0,0,0,0.555555555555556,0.428571428571429,0.310344827586207,0.0212640283520378,1.2997878188012,0,0,0,0,1.2997878188012,0.270743671386183,"RBI"
"B08-6411",1-01-01,1,41,11,9,26,0,0,0,0,0.414141414141414,0.392857142857143,0.310344827586207,0.0153573538098051,1.12118272303722,0,0,0,0,1.12118272303722,0.232661561415184,"RBI"
"B08-6413",1-01-01,1,64,17,13,177,0,0,0,0,0.646464646464647,0.607142857142857,0.448275862068966,0.104548139397519,1.72802040052585,0,0,0,0,1.72802040052585,0.362051258107857,"RBI"
"B08-6416",1-01-01,1,70,15,14,281,0,0,0,0,0.707070707070707,0.535714285714286,0.482758620689655,0.16597755463674,1.76703800213383,0,0,0,0,1.76703800213383,0.370370576147939,"RBI"
"B08-6419",1-01-01,1,83,15,11,29,0,0,0,0,0.838383838383838,0.535714285714286,0.379310344827586,0.0171293561724749,1.75769080796883,0,0,0,0,1.75769080796883,0.368377570995486,"RBI"
"B08-6424",1-01-01,1,46,11,5,17,0,0,0,0,0.464646464646465,0.392857142857143,0.172413793103448,0.0100413467217956,1.0324277372875,0,0,0,0,1.0324277372875,0.213737257417378,"RBI"
"B08-6428",1-01-01,1,60,12,16,404,0,0,0,0,0.606060606060606,0.428571428571429,0.551724137931034,0.238629651506202,1.64601358543962,0,0,0,0,1.64601358543962,0.344565796469002,"RBI"
"B08-6432",1-01-01,1,90,17,14,59,0,0,0,0,0.909090909090909,0.607142857142857,0.482758620689655,0.0348493797991731,2.00770473187321,0,0,0,0,2.00770473187321,0.421685443896208,"RBI"
"B08-6436",1-01-01,1,83,19,17,96,0,0,4,0,0.838383838383838,0.678571428571429,0.586206896551724,0.0567040756054341,2.11733818240835,0,0,0.718608223926169,0.718608223926169,3.55455463026069,0.75150418555665,"RBI"
"B08-6437",1-01-01,1,40,12,6,12,0,0,0,0,0.404040404040404,0.428571428571429,0.206896551724138,0.00708800945067927,1.04128038669864,0,0,0,0,1.04128038669864,0.215624815927215,"RBI"
"B08-6438",1-01-01,1,52,11,7,19,0,0,0,-0.1,0.525252525252525,0.392857142857143,0.241379310344828,0.0112226816302422,1.16229464886206,0,0,0,0,1.06229464886206,0.220105468840524,"RBI"
"B08-6442",1-01-01,1,52,14,1,1,0,0,19,-0.1,0.525252525252525,0.5,0.0344827586206897,0.000590667454223272,1.05988295073677,0,0,1.06087834728694,1.06087834728694,3.08163964531066,0.650669433968157,"RBI"
"B08-6443",1-01-01,1,56,11,8,29,0,0,0,0,0.565656565656566,0.392857142857143,0.275862068965517,0.0171293561724749,1.23865811652234,0,0,0,0,1.23865811652234,0.257709619727579,"RBI"
"B08-6444",1-01-01,1,62,10,16,73,0,0,0,0,0.626262626262626,0.357142857142857,0.551724137931034,0.0431187241582989,1.54590930237609,0,0,0,0,1.54590930237609,0.323221599653751,"RBI"
"B08-6446",1-01-01,1,32,3,8,18,0,0,0,0,0.323232323232323,0.107142857142857,0.275862068965517,0.0106320141760189,0.708895252884702,0,0,0,0,0.708895252884702,0.144753785263263,"RBI"
"B08-6447",1-01-01,1,37,6,8,52,0,0,0,0,0.373737373737374,0.214285714285714,0.275862068965517,0.0307147076196102,0.871563833893508,0,0,0,0,0.871563833893508,0.179437917674522,"RBI"
"B08-6448",1-01-01,1,38,11,4,16,0,0,0,0,0.383838383838384,0.392857142857143,0.137931034482759,0.00945067926757236,0.916989230995178,0,0,0,0,0.916989230995178,0.189123503410486,"RBI"
"B08-6449",1-01-01,1,72,14,17,492,0,0,0,0,0.727272727272727,0.5,0.586206896551724,0.29060838747785,1.88613172069391,0,0,0,0,1.88613172069391,0.395763693111709,"RBI"
"B08-6450",1-01-01,1,108,15,14,69,0,0,0,0,1.09090909090909,0.535714285714286,0.482758620689655,0.0407560543414058,2.11957101089838,0,0,0,0,2.11957101089838,0.445537528976201,"RBI"
"B08-6451",1-01-01,1,15,5,5,115,1,0,0,-0.1,0.151515151515152,0.178571428571429,0.172413793103448,0.0679267572356763,0.519482062498947,0.214429589812531,0,0,0.214429589812531,0.84834124212401,0.174486405570151,"RBI"
"B08-6460",1-01-01,1,81,17,13,71,0,0,0,0,0.818181818181818,0.607142857142857,0.448275862068966,0.0419373892498523,1.8840848847061,0,0,0,0,1.8840848847061,0.395327267527954,"RBI"
"B08-6462",1-01-01,1,50,10,9,29,0,0,0,0,0.505050505050505,0.357142857142857,0.310344827586207,0.0171293561724749,1.17682052882269,0,0,0,0,1.17682052882269,0.244524633011234,"RBI"
"B08-6466",1-01-01,1,50,9,8,34,0,0,0,0,0.505050505050505,0.321428571428571,0.275862068965517,0.0200826934435913,1.10736181880549,0,0,0,0,1.10736181880549,0.229714673519295,"RBI"
"B08-6467",1-01-01,1,46,6,9,25,0,0,0,0,0.464646464646465,0.214285714285714,0.310344827586207,0.0147666863555818,0.992968678107281,0,0,0,0,0.992968678107281,0.205323811963173,"RBI"
"B08-6468",1-01-01,1,33,8,3,8,0,0,0,0,0.333333333333333,0.285714285714286,0.103448275862069,0.00472533963378618,0.723677229818135,0,0,0,0,0.723677229818135,0.147905592711756,"RBI"
"B08-6472",1-01-01,1,47,11,7,14,0,0,0,0,0.474747474747475,0.392857142857143,0.241379310344828,0.00826934435912581,1.11105126403923,0,0,0,0,1.11105126403923,0.23050133561604,"RBI"
"B08-6478",1-01-01,1,55,13,15,85,0,0,4,0,0.555555555555556,0.464285714285714,0.517241379310345,0.0502067336089781,1.54963433255386,0,0,0.718608223926169,0.718608223926169,2.9868507804062,0.63045858857275,"RBI"
"B08-6479",1-01-01,1,28,7,7,37,0,0,0,0,0.282828282828283,0.25,0.241379310344828,0.0218546958062611,0.779671267124676,0,0,0,0,0.779671267124676,0.159844619856008,"RBI"
"B08-6482",1-01-01,1,42,8,6,39,0,0,0,0,0.424242424242424,0.285714285714286,0.206896551724138,0.0230360307147076,0.922612269359525,0,0,0,0,0.922612269359525,0.190322445492436,"RBI"
"B08-6485",1-01-01,1,60,15,14,75,0,0,0,-0.2,0.606060606060606,0.535714285714286,0.482758620689655,0.0443000590667454,1.63560852723123,0,0,0,0,1.43560852723123,0.299703310710284,"RBI"
"B08-6487",1-01-01,1,30,3,6,16,0,0,0,0,0.303030303030303,0.107142857142857,0.206896551724138,0.00945067926757236,0.619432381714191,0,0,0,0,0.619432381714191,0.125678546207717,"RBI"
"B08-6489",1-01-01,1,33,3,8,113,1,0,0,-0.2,0.333333333333333,0.107142857142857,0.275862068965517,0.0667454223272298,0.733024615023515,0.214429589812531,0,0,0.214429589812531,0.961883794648577,0.198695905042341,"RBI"
"B08-6493",1-01-01,1,57,10,9,33,0,0,0,0,0.575757575757576,0.357142857142857,0.310344827586207,0.019492025989368,1.24811826698398,0,0,0,0,1.24811826698398,0.259726709378248,"RBI"
"B08-6500",1-01-01,1,9,1,0,0,0,0,0,-0.2,0.0909090909090909,0.0357142857142857,0,0,0.126623376623377,0,0,0,0,-0.0733766233766234,-0.0220419239609005,"RBI"
"B08-6508",1-01-01,1,47,13,13,361,0,0,0,0,0.474747474747475,0.464285714285714,0.448275862068966,0.213230950974601,1.44061678884581,0,0,0,0,1.44061678884581,0.300771170329596,"RBI"
"B08-6513",1-01-01,1,46,13,7,18,0,0,9,-0.1,0.464646464646465,0.464285714285714,0.241379310344828,0.0106320141760189,1.17296949282101,0,0,0.880111736793393,0.880111736793393,2.8331929664078,0.597695728445159,"RBI"
"B08-6518",1-01-01,1,45,15,5,50,0,0,3,0,0.454545454545455,0.535714285714286,0.172413793103448,0.0295333727111636,1.17005687654098,0,0,0.668740304976422,0.668740304976422,2.50753748649382,0.528259592002947,"RBI"
"B08-6520",1-01-01,1,39,8,7,753,0,0,0,-0.2,0.393939393939394,0.285714285714286,0.241379310344828,0.444772593030124,1.03222613825604,0,0,0,0,0.832226138256038,0.171050349308324,"RBI"
"B08-6527",1-01-01,1,21,4,5,26,0,0,0,0,0.212121212121212,0.142857142857143,0.172413793103448,0.0153573538098051,0.531231486534255,0,0,0,0,0.531231486534255,0.10687238518854,"RBI"
"B08-6530",1-01-01,1,14,2,1,1,0,0,0,-0.1,0.141414141414141,0.0714285714285714,0.0344827586206897,0.000590667454223272,0.247473138326958,0,0,0,0,0.147473138326958,0.0250475774684346,"RBI"
"B08-6539",1-01-01,1,32,7,7,122,0,0,0,-0.2,0.323232323232323,0.25,0.241379310344828,0.0720614294152392,0.832626990930961,0,0,0,0,0.632626990930961,0.128491895720887,"RBI"
"B08-6543",1-01-01,1,5,1,1,4,0,0,0,0,0.0505050505050505,0.0357142857142857,0.0344827586206897,0.00236266981689309,0.121292762294249,0,0,0,0,0.121292762294249,0.0194654077386459,"RBI"
"B08-6546",1-01-01,1,40,5,5,117,0,0,0,0,0.404040404040404,0.178571428571429,0.172413793103448,0.0691080921441229,0.772302648751312,0,0,0,0,0.772302648751312,0.15827348587448,"RBI"
"B08-6549",1-01-01,1,39,5,10,530,0,0,0,-0.2,0.393939393939394,0.178571428571429,0.344827586206897,0.313053750738334,0.995601846402303,0,0,0,0,0.795601846402303,0.163241331855502,"RBI"
"B08-6553",1-01-01,1,27,3,6,102,1,0,0,-0.1,0.272727272727273,0.107142857142857,0.206896551724138,0.0602480803307738,0.601828701676961,0.214429589812531,0,0,0.214429589812531,0.930687881302023,0.192044324371433,"RBI"
"B08-6560",1-01-01,1,97,17,18,255,0,0,0,-0.1,0.97979797979798,0.607142857142857,0.620689655172414,0.150620200826934,2.24528554231998,0,0,0,0,2.14528554231998,0.451020371496798,"RBI"
"B08-6562",1-01-01,1,18,2,4,268,228,0,0,-0.2,0.181818181818182,0.0714285714285714,0.137931034482759,0.158298877731837,0.430752507162471,0.833236769686473,0,0,0.833236769686473,1.89722604653542,0.398129221009684,"RBI"
"B08-6570",1-01-01,1,21,4,1,1,0,0,0,-0.1,0.212121212121212,0.142857142857143,0.0344827586206897,0.000590667454223272,0.3896087804626,0,0,0,0,0.2896087804626,0.0553536845336035,"RBI"
"B08-6572",1-01-01,1,23,2,5,12,0,0,0,0,0.232323232323232,0.0714285714285714,0.172413793103448,0.00708800945067927,0.477937599217922,0,0,0,0,0.477937599217922,0.0955090829888959,"RBI"
"B08-6649",1-01-01,1,18,0,3,7,0,0,0,0,0.181818181818182,0,0.103448275862069,0.00413467217956291,0.286300125725142,0,0,0,0,0.286300125725142,0.0546482144403287,"RBI"
"B08-6659",1-01-01,1,54,8,10,34,0,0,1,-0.2,0.545454545454545,0.285714285714286,0.344827586206897,0.0200826934435913,1.18101709073663,0,0,0.508132748154615,0.508132748154615,1.99728258704586,0.419463238176088,"RBI"
"B08-6660",1-01-01,1,31,3,7,12,0,0,0,-0.1,0.313131313131313,0.107142857142857,0.241379310344828,0.00708800945067927,0.663425482981668,0,0,0,0,0.563425482981668,0.113736776755153,"RBI"
"B08-6661",1-01-01,1,32,2,7,10,0,0,0,-0.1,0.323232323232323,0.0714285714285714,0.241379310344828,0.00590667454223272,0.637516873641281,0,0,0,0,0.537516873641281,0.108212553015198,"RBI"
"B08-7000",1-01-01,1,34,9,8,16,0,0,1,0,0.343434343434343,0.321428571428571,0.275862068965517,0.00945067926757236,0.943087653645325,0,0,0.508132748154615,0.508132748154615,1.95935314995455,0.411375938156621,"RBI"
"B08-7002",1-01-01,1,108,15,26,121,0,0,0,0,1.09090909090909,0.535714285714286,0.896551724137931,0.0714707619610159,2.54104279125156,0,0,0,0,2.54104279125156,0.535403580224214,"RBI"
"B08-7008",1-01-01,1,49,6,7,24,0,0,0,0,0.494949494949495,0.214285714285714,0.241379310344828,0.0141760189013585,0.954158524305377,0,0,0,0,0.954158524305377,0.197048725864686,"RBI"
"B08-7009",1-01-01,1,94,17,20,88,0,0,0,0,0.94949494949495,0.607142857142857,0.689655172413793,0.051978735971648,2.25928766304451,0,0,0,0,2.25928766304451,0.475327859924203,"RBI"
"B08-7019",1-01-01,1,69,10,12,18,0,0,0,0,0.696969696969697,0.357142857142857,0.413793103448276,0.0106320141760189,1.47056366110483,0,0,0,0,1.47056366110483,0.307156430939197,"RBI"
"B08-7021",1-01-01,1,42,9,7,18,0,0,0,0,0.424242424242424,0.321428571428571,0.241379310344828,0.0106320141760189,0.989708309559828,0,0,0,0,0.989708309559828,0.204628637432799,"RBI"
"B08-7022",1-01-01,1,15,0,0,0,0,0,0,0,0.151515151515152,0,0,0,0.151515151515152,0,0,0,0,0.151515151515152,0.0259094139691155,"RBI"
"B08-7024",1-01-01,1,35,7,6,9,0,0,9,0,0.353535353535354,0.25,0.206896551724138,0.00531600708800945,0.811760907031494,0,0,0.880111736793393,0.880111736793393,2.57198438061828,0.542000934033748,"RBI"
"B08-7029",1-01-01,1,21,3,5,6,0,0,0,0,0.212121212121212,0.107142857142857,0.172413793103448,0.00354400472533963,0.492563863548852,0,0,0,0,0.492563863548852,0.0986276894560453,"RBI"
"B08-7032",1-01-01,1,75,10,15,31,0,0,0,0,0.757575757575758,0.357142857142857,0.517241379310345,0.0183106910809214,1.63653766679919,0,0,0,0,1.63653766679919,0.342545344733303,"RBI"
"B08-7044",1-01-01,1,39,6,12,64,0,0,0,0,0.393939393939394,0.214285714285714,0.413793103448276,0.0378027170702894,1.03146889094096,0,0,0,0,1.03146889094096,0.213532812567368,"RBI"
"B08-7045",1-01-01,1,26,4,4,16,0,0,0,0,0.262626262626263,0.142857142857143,0.137931034482759,0.00945067926757236,0.545777109783057,0,0,0,0,0.545777109783057,0.109973797395108,"RBI"
"B08-7056",1-01-01,1,15,1,2,2,0,0,0,0,0.151515151515152,0.0357142857142857,0.0689655172413793,0.00118133490844654,0.256490288197928,0,0,0,0,0.256490288197928,0.0482921723236521,"RBI"
"B08-7064",1-01-01,1,13,2,2,5,0,0,0,0,0.131313131313131,0.0714285714285714,0.0689655172413793,0.00295333727111636,0.272445554300861,0,0,0,0,0.272445554300861,0.0516941480385631,"RBI"
"B08-7068",1-01-01,1,44,9,7,9,0,0,0,0,0.444444444444444,0.321428571428571,0.241379310344828,0.00531600708800945,1.00858132798985,0,0,0,0,1.00858132798985,0.208652735179072,"RBI"
"B08-7069",1-01-01,1,15,1,1,4,0,0,0,0,0.151515151515152,0.0357142857142857,0.0344827586206897,0.00236266981689309,0.22230286330435,0,0,0,0,0.22230286330435,0.0410027427088167,"RBI"
"B08-7070",1-01-01,1,7,1,1,1,0,0,0,0,0.0707070707070707,0.0357142857142857,0.0344827586206897,0.000590667454223272,0.141051781905602,0,0,0,0,0.141051781905602,0.0236784183167595,"RBI"
"B08-7079",1-01-01,1,12,0,2,5,0,0,0,0,0.121212121212121,0,0.0689655172413793,0.00295333727111636,0.19091597277128,0,0,0,0,0.19091597277128,0.0343104419554967,"RBI"
"B08-7080",1-01-01,1,11,0,1,3,0,0,0,0,0.111111111111111,0,0.0344827586206897,0.00177200236266982,0.146036870322468,0,0,0,0,0.146036870322468,0.0247413369557502,"RBI"
"B08-7081",1-01-01,1,41,3,4,7,0,0,0,0,0.414141414141414,0.107142857142857,0.137931034482759,0.00413467217956291,0.66024897381192,0,0,0,0,0.66024897381192,0.134381444309578,"RBI"
"B08-7082",1-01-01,1,13,0,1,1,0,0,0,0,0.131313131313131,0,0.0344827586206897,0.000590667454223272,0.165943556797377,0,0,0,0,0.165943556797377,0.0289858330058373,"RBI"
"B08-7091",1-01-01,1,29,7,7,19,0,0,0,0,0.292929292929293,0.25,0.241379310344828,0.0112226816302422,0.787114273681681,0,0,0,0,0.787114273681681,0.161431614857501,"RBI"
"B08-7092",1-01-01,1,4,1,0,0,0,0,0,0,0.0404040404040404,0.0357142857142857,0,0,0.0761183261183261,0,0,0,0,0.0761183261183261,0.00983333179495226,"RBI"
"B08-7093",1-01-01,1,34,9,8,16,0,0,0,0,0.343434343434343,0.321428571428571,0.275862068965517,0.00945067926757236,0.943087653645325,0,0,0,0,0.943087653645325,0.194688199071498,"RBI"
"B08-7094",1-01-01,1,4,0,0,0,0,0,0,0,0.0404040404040404,0,0,0,0.0404040404040404,0,0,0,0,0.0404040404040404,0.00221834550192759,"RBI"
"B08-7096",1-01-01,1,12,1,4,5,0,0,0,0,0.121212121212121,0.0357142857142857,0.137931034482759,0.00295333727111636,0.295595775726945,0,0,0,0,0.295595775726945,0.0566302293660863,"RBI"
"B08-7097",1-01-01,1,10,1,2,2,0,0,0,0,0.101010101010101,0.0357142857142857,0.0689655172413793,0.00118133490844654,0.205985237692878,0,0,0,0,0.205985237692878,0.0375235048385667,"RBI"
"B08-7098",1-01-01,1,42,6,4,4,0,0,0,0,0.424242424242424,0.214285714285714,0.137931034482759,0.00236266981689309,0.77704984046512,0,0,0,0,0.77704984046512,0.159285680269748,"RBI"
"B08-7099",1-01-01,1,6,0,1,1,0,0,0,0,0.0606060606060606,0,0.0344827586206897,0.000590667454223272,0.0952364860903061,0,0,0,0,0.0952364860903061,0.0139096985267177,"RBI"
"B08-7100",1-01-01,1,10,1,0,0,0,0,0,0,0.101010101010101,0.0357142857142857,0,0,0.136724386724387,0,0,0,0,0.136724386724387,0.0227557327770547,"RBI"
"B08-7102",1-01-01,1,5,0,0,0,0,0,0,0,0.0505050505050505,0,0,0,0.0505050505050505,0,0,0,0,0.0505050505050505,0.00437207899894467,"RBI"
"B08-7104",1-01-01,1,8,2,0,0,0,0,0,0,0.0808080808080808,0.0714285714285714,0,0,0.152236652236652,0,0,0,0,0.152236652236652,0.0260632520760452,"RBI"
"B08-7109",1-01-01,1,2,0,0,0,0,0,0,0,0.0202020202020202,0,0,0,0.0202020202020202,0,0,0,0,0.0202020202020202,-0.00208912149210657,"RBI"
"B08-7111",1-01-01,1,8,1,1,1,0,0,0,0,0.0808080808080808,0.0357142857142857,0.0344827586206897,0.000590667454223272,0.151152792006612,0,0,0,0,0.151152792006612,0.0258321518137766,"RBI"
"B08-7121",1-01-01,1,6,1,0,0,0,0,0,0,0.0606060606060606,0.0357142857142857,0,0,0.0963203463203463,0,0,0,0,0.0963203463203463,0.0141407987889864,"RBI"
"B08-7122",1-01-01,1,37,8,8,18,0,0,0,0,0.373737373737374,0.285714285714286,0.275862068965517,0.0106320141760189,0.937971731961181,0,0,0,0,0.937971731961181,0.193597384213472,"RBI"
"B08-7123",1-01-01,1,11,1,3,8,0,0,0,0,0.111111111111111,0.0357142857142857,0.103448275862069,0.00472533963378618,0.251455007595912,0,0,0,0,0.251455007595912,0.0472185517262073,"RBI"
"B08-7126",1-01-01,1,5,0,1,1,0,0,0,0,0.0505050505050505,0,0.0344827586206897,0.000590667454223272,0.085135475989296,0,0,0,0,0.085135475989296,0.0117559650297006,"RBI"
"B08-7128",1-01-01,1,34,7,5,14,0,0,0,0,0.343434343434343,0.25,0.172413793103448,0.00826934435912581,0.767915472627573,0,0,0,0,0.767915472627573,0.157338053865154,"RBI"
"B08-7145",1-01-01,1,71,14,12,40,0,0,0,0,0.717171717171717,0.5,0.413793103448276,0.0236266981689309,1.63687149516223,0,0,0,0,1.63687149516223,0.342616523488747,"RBI"
"B08-7155",1-01-01,1,19,1,2,5,0,0,0,0,0.191919191919192,0.0357142857142857,0.0689655172413793,0.00295333727111636,0.297337329192636,0,0,0,0,0.297337329192636,0.057001562727641,"RBI"
"B08-7158",1-01-01,1,32,5,3,3,0,0,0,0,0.323232323232323,0.178571428571429,0.103448275862069,0.00177200236266982,0.605695028256488,0,0,0,0,0.605695028256488,0.122749472975797,"RBI"
"B08-7159",1-01-01,1,37,3,8,19,0,0,7,0,0.373737373737374,0.107142857142857,0.275862068965517,0.0112226816302422,0.759547970253309,0,0,0.82651681837938,0.82651681837938,2.41258160701207,0.508013135823469,"RBI"
"B08-7165",1-01-01,1,48,5,5,10,0,0,0,-0.1,0.484848484848485,0.178571428571429,0.172413793103448,0.00590667454223272,0.83731037515892,0,0,0,0,0.73731037515892,0.150812446728981,"RBI"
"B08-7166",1-01-01,1,59,5,13,30,0,0,0,0,0.595959595959596,0.178571428571429,0.448275862068966,0.0177200236266982,1.22723689250666,0,0,0,0,1.22723689250666,0.255274390726368,"RBI"
"B08-7167",1-01-01,1,54,5,12,87,0,0,0,0,0.545454545454545,0.178571428571429,0.413793103448276,0.0513880685174247,1.15066609460361,0,0,0,0,1.15066609460361,0.238947994584991,"RBI"
"B08-7168",1-01-01,1,10,1,2,7,0,0,0,0,0.101010101010101,0.0357142857142857,0.0689655172413793,0.00413467217956291,0.206723572010657,0,0,0,0,0.206723572010657,0.0376809321984343,"RBI"
"B08-7173",1-01-01,1,4,0,0,0,0,0,0,0,0.0404040404040404,0,0,0,0.0404040404040404,0,0,0,0,0.0404040404040404,0.00221834550192759,"RBI"
"B08-7174",1-01-01,1,15,1,5,9,0,0,0,0,0.151515151515152,0.0357142857142857,0.172413793103448,0.00531600708800945,0.360972232104888,0,0,0,0,0.360972232104888,0.070569772303814,"RBI"
"B08-7175",1-01-01,1,13,2,1,1,0,0,0,0,0.131313131313131,0.0714285714285714,0.0344827586206897,0.000590667454223272,0.237372128225948,0,0,0,0,0.237372128225948,0.0442158055918866,"RBI"
"B08-7185",1-01-01,1,60,12,7,12,0,0,0,0,0.606060606060606,0.428571428571429,0.241379310344828,0.00708800945067927,1.27778334733953,0,0,0,0,1.27778334733953,0.266051886426339,"RBI"
"B08-7186",1-01-01,1,30,4,5,20,0,0,0,0,0.303030303030303,0.142857142857143,0.172413793103448,0.0118133490844654,0.621254576262011,0,0,0,0,0.621254576262011,0.126067073829853,"RBI"
"B08-7193",1-01-01,1,5,1,0,0,0,0,0,0,0.0505050505050505,0.0357142857142857,0,0,0.0862193362193362,0,0,0,0,0.0862193362193362,0.0119870652919693,"RBI"
"B08-7200",1-01-01,1,5,0,0,0,0,0,0,0,0.0505050505050505,0,0,0,0.0505050505050505,0,0,0,0,0.0505050505050505,0.00437207899894467,"RBI"
"B08-7206",1-01-01,1,7,2,0,0,0,0,0,0,0.0707070707070707,0.0714285714285714,0,0,0.142135642135642,0,0,0,0,0.142135642135642,0.0239095185790282,"RBI"
"B08-7207",1-01-01,1,7,0,1,1,0,0,0,0,0.0707070707070707,0,0.0344827586206897,0.000590667454223272,0.105337496191316,0,0,0,0,0.105337496191316,0.0160634320237348,"RBI"
"B08-7208",1-01-01,1,62,6,14,84,0,0,0,0,0.626262626262626,0.214285714285714,0.482758620689655,0.0496160661547549,1.33571097777668,0,0,0,0,1.33571097777668,0.278403193555796,"RBI"
"B08-7210",1-01-01,1,6,1,2,11,0,0,0,0,0.0606060606060606,0.0357142857142857,0.0689655172413793,0.006497341996456,0.16691019906084,0,0,0,0,0.16691019906084,0.02919194009826,"RBI"
"B08-7212",1-01-01,1,2,0,0,0,0,0,0,0,0.0202020202020202,0,0,0,0.0202020202020202,0,0,0,0,0.0202020202020202,-0.00208912149210657,"RBI"
"B08-7215",1-01-01,1,96,16,19,43,0,0,0,0,0.96969696969697,0.571428571428571,0.655172413793103,0.0253987005316007,2.20264763005154,0,0,0,0,2.20264763005154,0.463251093827621,"RBI"
"B08-7231",1-01-01,1,50,7,15,40,0,0,1,0,0.505050505050505,0.25,0.517241379310345,0.0236266981689309,1.27819855890308,0,0,0.508132748154615,0.508132748154615,2.29446405521231,0.482828156761687,"RBI"
"B08-7235",1-01-01,1,36,1,10,35,0,0,0,0,0.363636363636364,0.0357142857142857,0.344827586206897,0.0206733608978145,0.749346575782,0,0,0,0,0.749346575782,0.153378800806396,"RBI"
"B08-7236",1-01-01,1,16,2,1,1,0,0,0,0,0.161616161616162,0.0714285714285714,0.0344827586206897,0.000590667454223272,0.267675158528979,0,0,0,0,0.267675158528979,0.0506770060829379,"RBI"
"B08-7238",1-01-01,1,6,0,0,0,0,0,0,0,0.0606060606060606,0,0,0,0.0606060606060606,0,0,0,0,0.0606060606060606,0.00652581249596175,"RBI"
"B08-7241",1-01-01,1,12,1,5,7,0,0,0,0,0.121212121212121,0.0357142857142857,0.172413793103448,0.00413467217956291,0.330373868074746,0,0,0,0,0.330373868074746,0.0640456008688158,"RBI"
"B08-7250",1-01-01,1,3,0,0,0,0,0,0,0,0.0303030303030303,0,0,0,0.0303030303030303,0,0,0,0,0.0303030303030303,6.46120049105128e-05,"RBI"
"B08-7251",1-01-01,1,12,0,1,1,0,0,0,0,0.121212121212121,0,0.0344827586206897,0.000590667454223272,0.155842546696367,0,0,0,0,0.155842546696367,0.0268320995088202,"RBI"
"B08-7253",1-01-01,1,70,5,21,65,0,0,0,0,0.707070707070707,0.178571428571429,0.724137931034483,0.0383933845245127,1.61937841280775,0,0,0,0,1.61937841280775,0.338886655182888,"RBI"
"B08-7269",1-01-01,1,83,11,20,111,0,0,0,0,0.838383838383838,0.392857142857143,0.689655172413793,0.0655640874187832,1.93728717550947,0,0,0,0,1.93728717550947,0.406671039554258,"RBI"
"B08-7280",1-01-01,1,5,0,0,0,0,0,0,0,0.0505050505050505,0,0,0,0.0505050505050505,0,0,0,0,0.0505050505050505,0.00437207899894467,"RBI"
"B08-7287",1-01-01,1,80,8,18,90,0,0,0,0,0.808080808080808,0.285714285714286,0.620689655172414,0.0531600708800945,1.72777476668753,0,0,0,0,1.72777476668753,0.361998884155124,"RBI"
"B08-7288",1-01-01,1,1,0,0,0,0,0,0,0,0.0101010101010101,0,0,0,0.0101010101010101,0,0,0,0,0.0101010101010101,-0.00424285498912364,"RBI"
"B08-7293",1-01-01,1,61,12,7,14,0,0,0,0,0.616161616161616,0.428571428571429,0.241379310344828,0.00826934435912581,1.28817969116765,0,0,0,0,1.28817969116765,0.268268590867304,"RBI"
"B08-7296",1-01-01,1,12,3,1,2,0,0,0,0,0.121212121212121,0.107142857142857,0.0344827586206897,0.00118133490844654,0.26313307070278,0,0,0,0,0.26313307070278,0.0497085438598677,"RBI"
"B08-7298",1-01-01,1,82,13,17,106,0,0,0,0,0.828282828282828,0.464285714285714,0.586206896551724,0.0626107501476669,1.89442812665718,0,0,0,0,1.89442812665718,0.397532649607075,"RBI"
"B08-7300",1-01-01,1,89,15,14,75,0,0,0,0,0.898989898989899,0.535714285714286,0.482758620689655,0.0443000590667454,1.92853782016053,0,0,0,0,1.92853782016053,0.404805505364718,"RBI"
"B08-7301",1-01-01,1,110,17,22,167,0,0,0,0,1.11111111111111,0.607142857142857,0.758620689655172,0.0986414648552865,2.50153502412296,0,0,0,0,2.50153502412296,0.526979749279949,"RBI"
"B08-7305",1-01-01,1,117,15,21,110,0,0,0,0,1.18181818181818,0.535714285714286,0.724137931034483,0.06497341996456,2.45791375355809,0,0,0,0,2.45791375355809,0.517678838711746,"RBI"
